version,filepath,label
2.2,django/conf/locale/hi/__init__.py,clean
2.2,django/conf/locale/hi/formats.py,clean
2.2,django/conf/locale/hr/__init__.py,clean
2.2,django/conf/locale/hr/formats.py,buggy
2.2,django/conf/locale/hu/__init__.py,clean
2.2,django/conf/locale/hu/formats.py,buggy
2.2,django/conf/locale/id/__init__.py,clean
2.2,django/conf/locale/id/formats.py,buggy
2.2,django/conf/locale/is/__init__.py,clean
2.2,django/conf/locale/is/formats.py,clean
2.2,django/conf/locale/it/__init__.py,clean
2.2,django/conf/locale/it/formats.py,buggy
2.2,django/conf/locale/ja/__init__.py,clean
2.2,django/conf/locale/ja/formats.py,clean
2.2,django/conf/locale/ka/__init__.py,clean
2.2,django/conf/locale/ka/formats.py,buggy
2.2,django/conf/locale/km/__init__.py,clean
2.2,django/conf/locale/km/formats.py,clean
2.2,django/conf/locale/kn/__init__.py,clean
2.2,django/conf/locale/kn/formats.py,clean
2.2,django/conf/locale/ko/__init__.py,clean
2.2,django/conf/locale/ko/formats.py,buggy
2.2,django/conf/locale/lt/__init__.py,clean
2.2,django/conf/locale/lt/formats.py,buggy
2.2,django/conf/locale/lv/__init__.py,clean
2.2,django/conf/locale/lv/formats.py,buggy
2.2,django/conf/locale/mk/__init__.py,clean
2.2,django/conf/locale/mk/formats.py,buggy
2.2,django/conf/locale/ml/__init__.py,clean
2.2,django/conf/locale/ml/formats.py,buggy
2.2,django/conf/locale/mn/__init__.py,clean
2.2,django/conf/locale/mn/formats.py,clean
2.2,django/conf/locale/nb/__init__.py,clean
2.2,django/conf/locale/nb/formats.py,buggy
2.2,django/conf/locale/nl/__init__.py,clean
2.2,django/conf/locale/nl/formats.py,buggy
2.2,django/conf/locale/nn/__init__.py,clean
2.2,django/conf/locale/nn/formats.py,buggy
2.2,django/conf/locale/pl/__init__.py,clean
2.2,django/conf/locale/pl/formats.py,buggy
2.2,django/conf/locale/pt/__init__.py,clean
2.2,django/conf/locale/pt/formats.py,buggy
2.2,django/conf/locale/pt_BR/__init__.py,clean
2.2,django/conf/locale/pt_BR/formats.py,buggy
2.2,django/conf/locale/ro/__init__.py,clean
2.2,django/conf/locale/ro/formats.py,clean
2.2,django/conf/locale/ru/__init__.py,clean
2.2,django/conf/locale/ru/formats.py,buggy
2.2,django/conf/locale/sk/__init__.py,clean
2.2,django/conf/locale/sk/formats.py,buggy
2.2,django/conf/locale/sl/__init__.py,clean
2.2,django/conf/locale/sl/formats.py,buggy
2.2,django/conf/locale/sq/__init__.py,clean
2.2,django/conf/locale/sq/formats.py,clean
2.2,django/conf/locale/sr/__init__.py,clean
2.2,django/conf/locale/sr/formats.py,buggy
2.2,django/conf/locale/sr_Latn/__init__.py,clean
2.2,django/conf/locale/sr_Latn/formats.py,buggy
2.2,django/conf/locale/sv/__init__.py,clean
2.2,django/conf/locale/sv/formats.py,buggy
2.2,django/conf/locale/ta/__init__.py,clean
2.2,django/conf/locale/ta/formats.py,clean
2.2,django/conf/locale/te/__init__.py,clean
2.2,django/conf/locale/te/formats.py,clean
2.2,django/conf/locale/th/__init__.py,clean
2.2,django/conf/locale/th/formats.py,clean
2.2,django/conf/locale/tr/__init__.py,clean
2.2,django/conf/locale/tr/formats.py,buggy
2.2,django/conf/locale/uk/__init__.py,clean
2.2,django/conf/locale/uk/formats.py,buggy
2.2,django/conf/locale/vi/__init__.py,clean
2.2,django/conf/locale/vi/formats.py,clean
2.2,django/conf/locale/zh_Hans/__init__.py,clean
2.2,django/conf/locale/zh_Hans/formats.py,clean
2.2,django/conf/locale/zh_Hant/__init__.py,clean
2.2,django/conf/locale/zh_Hant/formats.py,clean
2.2,django/conf/urls/__init__.py,clean
2.2,django/conf/urls/i18n.py,clean
2.2,django/conf/urls/static.py,clean
2.2,django/contrib/__init__.py,clean
2.2,django/contrib/admin/__init__.py,clean
2.2,django/contrib/admin/actions.py,clean
2.2,django/contrib/admin/apps.py,clean
2.2,django/contrib/admin/bin/compress.py,clean
2.2,django/contrib/admin/checks.py,buggy
2.2,django/contrib/admin/decorators.py,clean
2.2,django/contrib/admin/exceptions.py,clean
2.2,django/contrib/admin/filters.py,buggy
2.2,django/contrib/admin/forms.py,clean
2.2,django/contrib/admin/helpers.py,buggy
2.2,django/contrib/admin/migrations/0001_initial.py,clean
2.2,django/contrib/admin/migrations/0002_logentry_remove_auto_add.py,clean
2.2,django/contrib/admin/migrations/0003_logentry_add_action_flag_choices.py,clean
2.2,django/contrib/admin/migrations/__init__.py,clean
2.2,django/contrib/admin/models.py,clean
2.2,django/contrib/admin/options.py,buggy
2.2,django/contrib/admin/sites.py,buggy
2.2,django/contrib/admin/templatetags/__init__.py,clean
2.2,django/contrib/admin/templatetags/admin_list.py,buggy
2.2,django/contrib/admin/templatetags/admin_modify.py,buggy
2.2,django/contrib/admin/templatetags/admin_static.py,clean
2.2,django/contrib/admin/templatetags/admin_urls.py,clean
2.2,django/contrib/admin/templatetags/base.py,clean
2.2,django/contrib/admin/templatetags/log.py,clean
2.2,django/contrib/admin/tests.py,buggy
2.2,django/contrib/admin/utils.py,buggy
2.2,django/contrib/admin/views/__init__.py,clean
2.2,django/contrib/admin/views/autocomplete.py,buggy
2.2,django/contrib/admin/views/decorators.py,clean
2.2,django/contrib/admin/views/main.py,buggy
2.2,django/contrib/admin/widgets.py,buggy
2.2,django/contrib/admindocs/__init__.py,clean
2.2,django/contrib/admindocs/apps.py,clean
2.2,django/contrib/admindocs/middleware.py,clean
2.2,django/contrib/admindocs/urls.py,clean
2.2,django/contrib/admindocs/utils.py,buggy
2.2,django/contrib/admindocs/views.py,buggy
2.2,django/contrib/auth/__init__.py,buggy
2.2,django/contrib/auth/admin.py,buggy
2.2,django/contrib/auth/apps.py,clean
2.2,django/contrib/auth/backends.py,clean
2.2,django/contrib/auth/base_user.py,clean
2.2,django/contrib/auth/checks.py,buggy
2.2,django/contrib/auth/context_processors.py,clean
2.2,django/contrib/auth/decorators.py,clean
2.2,django/contrib/auth/forms.py,buggy
2.2,django/contrib/auth/handlers/__init__.py,clean
2.2,django/contrib/auth/handlers/modwsgi.py,clean
2.2,django/contrib/auth/hashers.py,buggy
2.2,django/contrib/auth/management/__init__.py,buggy
2.2,django/contrib/auth/management/commands/changepassword.py,clean
2.2,django/contrib/auth/management/commands/createsuperuser.py,buggy
2.2,django/contrib/auth/middleware.py,buggy
2.2,django/contrib/auth/migrations/0001_initial.py,clean
2.2,django/contrib/auth/migrations/0002_alter_permission_name_max_length.py,clean
2.2,django/contrib/auth/migrations/0003_alter_user_email_max_length.py,clean
2.2,django/contrib/auth/migrations/0004_alter_user_username_opts.py,clean
2.2,django/contrib/auth/migrations/0005_alter_user_last_login_null.py,clean
2.2,django/contrib/auth/migrations/0006_require_contenttypes_0002.py,clean
2.2,django/contrib/auth/migrations/0007_alter_validators_add_error_messages.py,clean
2.2,django/contrib/auth/migrations/0008_alter_user_username_max_length.py,clean
2.2,django/contrib/auth/migrations/0009_alter_user_last_name_max_length.py,clean
2.2,django/contrib/auth/migrations/0010_alter_group_name_max_length.py,clean
2.2,django/contrib/auth/migrations/0011_update_proxy_permissions.py,buggy
2.2,django/contrib/auth/migrations/__init__.py,clean
2.2,django/contrib/auth/mixins.py,buggy
2.2,django/contrib/auth/models.py,clean
2.2,django/contrib/auth/password_validation.py,buggy
2.2,django/contrib/auth/signals.py,clean
2.2,django/contrib/auth/tokens.py,buggy
2.2,django/contrib/auth/urls.py,clean
2.2,django/contrib/auth/validators.py,clean
2.2,django/contrib/auth/views.py,buggy
2.2,django/contrib/contenttypes/__init__.py,clean
2.2,django/contrib/contenttypes/admin.py,clean
2.2,django/contrib/contenttypes/apps.py,clean
2.2,django/contrib/contenttypes/checks.py,clean
2.2,django/contrib/contenttypes/fields.py,buggy
2.2,django/contrib/contenttypes/forms.py,clean
2.2,django/contrib/contenttypes/management/__init__.py,buggy
2.2,django/contrib/contenttypes/management/commands/remove_stale_contenttypes.py,clean
2.2,django/contrib/contenttypes/migrations/0001_initial.py,clean
2.2,django/contrib/contenttypes/migrations/0002_remove_content_type_name.py,buggy
2.2,django/contrib/contenttypes/migrations/__init__.py,clean
2.2,django/contrib/contenttypes/models.py,buggy
2.2,django/contrib/contenttypes/views.py,buggy
2.2,django/contrib/flatpages/__init__.py,clean
2.2,django/contrib/flatpages/admin.py,clean
2.2,django/contrib/flatpages/apps.py,clean
2.2,django/contrib/flatpages/forms.py,clean
2.2,django/contrib/flatpages/middleware.py,clean
2.2,django/contrib/flatpages/migrations/0001_initial.py,clean
2.2,django/contrib/flatpages/migrations/__init__.py,clean
2.2,django/contrib/flatpages/models.py,buggy
2.2,django/contrib/flatpages/sitemaps.py,clean
2.2,django/contrib/flatpages/templatetags/__init__.py,clean
2.2,django/contrib/flatpages/templatetags/flatpages.py,clean
2.2,django/contrib/flatpages/urls.py,clean
2.2,django/contrib/flatpages/views.py,clean
2.2,django/contrib/gis/__init__.py,clean
2.2,django/contrib/gis/admin/__init__.py,clean
2.2,django/contrib/gis/admin/options.py,clean
2.2,django/contrib/gis/admin/widgets.py,clean
2.2,django/contrib/gis/apps.py,clean
2.2,django/contrib/gis/db/__init__.py,clean
2.2,django/contrib/gis/db/backends/__init__.py,clean
2.2,django/contrib/gis/db/backends/base/__init__.py,clean
2.2,django/contrib/gis/db/backends/base/adapter.py,clean
2.2,django/contrib/gis/db/backends/base/features.py,clean
2.2,django/contrib/gis/db/backends/base/models.py,clean
2.2,django/contrib/gis/db/backends/base/operations.py,clean
2.2,django/contrib/gis/db/backends/mysql/__init__.py,clean
2.2,django/contrib/gis/db/backends/mysql/base.py,clean
2.2,django/contrib/gis/db/backends/mysql/features.py,clean
2.2,django/contrib/gis/db/backends/mysql/introspection.py,clean
2.2,django/contrib/gis/db/backends/mysql/operations.py,clean
2.2,django/contrib/gis/db/backends/mysql/schema.py,clean
2.2,django/contrib/gis/db/backends/oracle/__init__.py,clean
2.2,django/contrib/gis/db/backends/oracle/adapter.py,clean
2.2,django/contrib/gis/db/backends/oracle/base.py,clean
2.2,django/contrib/gis/db/backends/oracle/features.py,clean
2.2,django/contrib/gis/db/backends/oracle/introspection.py,buggy
2.2,django/contrib/gis/db/backends/oracle/models.py,clean
2.2,django/contrib/gis/db/backends/oracle/operations.py,buggy
2.2,django/contrib/gis/db/backends/oracle/schema.py,clean
2.2,django/contrib/gis/db/backends/postgis/__init__.py,clean
2.2,django/contrib/gis/db/backends/postgis/adapter.py,buggy
2.2,django/contrib/gis/db/backends/postgis/base.py,clean
2.2,django/contrib/gis/db/backends/postgis/const.py,clean
2.2,django/contrib/gis/db/backends/postgis/features.py,clean
2.2,django/contrib/gis/db/backends/postgis/introspection.py,clean
2.2,django/contrib/gis/db/backends/postgis/models.py,clean
2.2,django/contrib/gis/db/backends/postgis/operations.py,buggy
2.2,django/contrib/gis/db/backends/postgis/pgraster.py,buggy
2.2,django/contrib/gis/db/backends/postgis/schema.py,buggy
2.2,django/contrib/gis/db/backends/spatialite/__init__.py,clean
2.2,django/contrib/gis/db/backends/spatialite/adapter.py,clean
2.2,django/contrib/gis/db/backends/spatialite/base.py,clean
2.2,django/contrib/gis/db/backends/spatialite/client.py,clean
2.2,django/contrib/gis/db/backends/spatialite/features.py,clean
2.2,django/contrib/gis/db/backends/spatialite/introspection.py,clean
2.2,django/contrib/gis/db/backends/spatialite/models.py,clean
2.2,django/contrib/gis/db/backends/spatialite/operations.py,clean
2.2,django/contrib/gis/db/backends/spatialite/schema.py,clean
2.2,django/contrib/gis/db/backends/utils.py,clean
2.2,django/contrib/gis/db/models/__init__.py,clean
2.2,django/contrib/gis/db/models/aggregates.py,clean
2.2,django/contrib/gis/db/models/fields.py,clean
2.2,django/contrib/gis/db/models/functions.py,buggy
2.2,django/contrib/gis/db/models/lookups.py,buggy
2.2,django/contrib/gis/db/models/proxy.py,clean
2.2,django/contrib/gis/db/models/sql/__init__.py,clean
2.2,django/contrib/gis/db/models/sql/conversion.py,clean
2.2,django/contrib/gis/feeds.py,clean
2.2,django/contrib/gis/forms/__init__.py,clean
2.2,django/contrib/gis/forms/fields.py,clean
2.2,django/contrib/gis/forms/widgets.py,clean
2.2,django/contrib/gis/gdal/__init__.py,clean
2.2,django/contrib/gis/gdal/base.py,clean
2.2,django/contrib/gis/gdal/datasource.py,clean
2.2,django/contrib/gis/gdal/driver.py,clean
2.2,django/contrib/gis/gdal/envelope.py,clean
2.2,django/contrib/gis/gdal/error.py,clean
2.2,django/contrib/gis/gdal/feature.py,clean
2.2,django/contrib/gis/gdal/field.py,clean
2.2,django/contrib/gis/gdal/geometries.py,clean
2.2,django/contrib/gis/gdal/geomtype.py,clean
2.2,django/contrib/gis/gdal/layer.py,clean
2.2,django/contrib/gis/gdal/libgdal.py,buggy
2.2,django/contrib/gis/gdal/prototypes/__init__.py,clean
2.2,django/contrib/gis/gdal/prototypes/ds.py,clean
2.2,django/contrib/gis/gdal/prototypes/errcheck.py,clean
2.2,django/contrib/gis/gdal/prototypes/generation.py,clean
2.2,django/contrib/gis/gdal/prototypes/geom.py,clean
2.2,django/contrib/gis/gdal/prototypes/raster.py,clean
2.2,django/contrib/gis/gdal/prototypes/srs.py,clean
2.2,django/contrib/gis/gdal/raster/__init__.py,clean
2.2,django/contrib/gis/gdal/raster/band.py,clean
2.2,django/contrib/gis/gdal/raster/base.py,clean
2.2,django/contrib/gis/gdal/raster/const.py,clean
2.2,django/contrib/gis/gdal/raster/source.py,buggy
2.2,django/contrib/gis/gdal/srs.py,clean
2.2,django/contrib/gis/geoip2/__init__.py,clean
2.2,django/contrib/gis/geoip2/base.py,clean
2.2,django/contrib/gis/geoip2/resources.py,clean
2.2,django/contrib/gis/geometry.py,clean
2.2,django/contrib/gis/geos/__init__.py,clean
2.2,django/contrib/gis/geos/base.py,clean
2.2,django/contrib/gis/geos/collections.py,buggy
2.2,django/contrib/gis/geos/coordseq.py,clean
2.2,django/contrib/gis/geos/error.py,clean
2.2,django/contrib/gis/geos/factory.py,clean
2.2,django/contrib/gis/geos/geometry.py,clean
2.2,django/contrib/gis/geos/io.py,clean
2.2,django/contrib/gis/geos/libgeos.py,clean
2.2,django/contrib/gis/geos/linestring.py,buggy
2.2,django/contrib/gis/geos/mutable_list.py,clean
2.2,django/contrib/gis/geos/point.py,clean
2.2,django/contrib/gis/geos/polygon.py,buggy
2.2,django/contrib/gis/geos/prepared.py,clean
2.2,django/contrib/gis/geos/prototypes/__init__.py,clean
2.2,django/contrib/gis/geos/prototypes/coordseq.py,clean
2.2,django/contrib/gis/geos/prototypes/errcheck.py,clean
2.2,django/contrib/gis/geos/prototypes/geom.py,buggy
2.2,django/contrib/gis/geos/prototypes/io.py,buggy
2.2,django/contrib/gis/geos/prototypes/misc.py,clean
2.2,django/contrib/gis/geos/prototypes/predicates.py,clean
2.2,django/contrib/gis/geos/prototypes/prepared.py,clean
2.2,django/contrib/gis/geos/prototypes/threadsafe.py,clean
2.2,django/contrib/gis/geos/prototypes/topology.py,clean
2.2,django/contrib/gis/management/commands/inspectdb.py,clean
2.2,django/contrib/gis/management/commands/ogrinspect.py,clean
2.2,django/contrib/gis/measure.py,clean
2.2,django/contrib/gis/ptr.py,clean
2.2,django/contrib/gis/serializers/__init__.py,clean
2.2,django/contrib/gis/serializers/geojson.py,buggy
2.2,django/contrib/gis/shortcuts.py,clean
2.2,django/contrib/gis/sitemaps/__init__.py,clean
2.2,django/contrib/gis/sitemaps/kml.py,clean
2.2,django/contrib/gis/sitemaps/views.py,clean
2.2,django/contrib/gis/utils/__init__.py,clean
2.2,django/contrib/gis/utils/layermapping.py,clean
2.2,django/contrib/gis/utils/ogrinfo.py,clean
2.2,django/contrib/gis/utils/ogrinspect.py,clean
2.2,django/contrib/gis/utils/srs.py,clean
2.2,django/contrib/gis/views.py,clean
2.2,django/contrib/humanize/__init__.py,clean
2.2,django/contrib/humanize/apps.py,clean
2.2,django/contrib/humanize/templatetags/__init__.py,clean
2.2,django/contrib/humanize/templatetags/humanize.py,buggy
2.2,django/contrib/messages/__init__.py,clean
2.2,django/contrib/messages/api.py,clean
2.2,django/contrib/messages/apps.py,clean
2.2,django/contrib/messages/constants.py,clean
2.2,django/contrib/messages/context_processors.py,clean
2.2,django/contrib/messages/middleware.py,clean
2.2,django/contrib/messages/storage/__init__.py,clean
2.2,django/contrib/messages/storage/base.py,buggy
2.2,django/contrib/messages/storage/cookie.py,buggy
2.2,django/contrib/messages/storage/fallback.py,clean
2.2,django/contrib/messages/storage/session.py,clean
2.2,django/contrib/messages/utils.py,clean
2.2,django/contrib/messages/views.py,clean
2.2,django/contrib/postgres/__init__.py,clean
2.2,django/contrib/postgres/aggregates/__init__.py,clean
2.2,django/contrib/postgres/aggregates/general.py,buggy
2.2,django/contrib/postgres/aggregates/mixins.py,buggy
2.2,django/contrib/postgres/aggregates/statistics.py,clean
2.2,django/contrib/postgres/apps.py,clean
2.2,django/contrib/postgres/fields/__init__.py,clean
2.2,django/contrib/postgres/fields/array.py,clean
2.2,django/contrib/postgres/fields/citext.py,clean
2.2,django/contrib/postgres/fields/hstore.py,buggy
2.2,django/contrib/postgres/fields/jsonb.py,buggy
2.2,django/contrib/postgres/fields/mixins.py,clean
2.2,django/contrib/postgres/fields/ranges.py,buggy
2.2,django/contrib/postgres/fields/utils.py,clean
2.2,django/contrib/postgres/forms/__init__.py,clean
2.2,django/contrib/postgres/forms/array.py,buggy
2.2,django/contrib/postgres/forms/hstore.py,buggy
2.2,django/contrib/postgres/forms/jsonb.py,clean
2.2,django/contrib/postgres/forms/ranges.py,buggy
2.2,django/contrib/postgres/functions.py,clean
2.2,django/contrib/postgres/indexes.py,clean
2.2,django/contrib/postgres/lookups.py,buggy
2.2,django/contrib/postgres/operations.py,buggy
2.2,django/contrib/postgres/search.py,buggy
2.2,django/contrib/postgres/serializers.py,clean
2.2,django/contrib/postgres/signals.py,clean
2.2,django/contrib/postgres/utils.py,clean
2.2,django/contrib/postgres/validators.py,clean
2.2,django/contrib/redirects/__init__.py,clean
2.2,django/contrib/redirects/admin.py,clean
2.2,django/contrib/redirects/apps.py,clean
2.2,django/contrib/redirects/middleware.py,clean
2.2,django/contrib/redirects/migrations/0001_initial.py,clean
2.2,django/contrib/redirects/migrations/__init__.py,clean
2.2,django/contrib/redirects/models.py,clean
2.2,django/contrib/sessions/__init__.py,clean
2.2,django/contrib/sessions/apps.py,clean
2.2,django/contrib/sessions/backends/__init__.py,clean
2.2,django/contrib/sessions/backends/base.py,clean
2.2,django/contrib/sessions/backends/cache.py,clean
2.2,django/contrib/sessions/backends/cached_db.py,clean
2.2,django/contrib/sessions/backends/db.py,clean
2.2,django/contrib/sessions/backends/file.py,clean
2.2,django/contrib/sessions/backends/signed_cookies.py,clean
2.2,django/contrib/sessions/base_session.py,clean
2.2,django/contrib/sessions/exceptions.py,clean
2.2,django/contrib/sessions/management/commands/clearsessions.py,clean
2.2,django/contrib/sessions/middleware.py,clean
2.2,django/contrib/sessions/migrations/0001_initial.py,clean
2.2,django/contrib/sessions/migrations/__init__.py,clean
2.2,django/contrib/sessions/models.py,clean
2.2,django/contrib/sessions/serializers.py,clean
2.2,django/contrib/sitemaps/__init__.py,clean
2.2,django/contrib/sitemaps/apps.py,clean
2.2,django/contrib/sitemaps/management/commands/ping_google.py,clean
2.2,django/contrib/sitemaps/views.py,clean
2.2,django/contrib/sites/__init__.py,clean
2.2,django/contrib/sites/admin.py,clean
2.2,django/contrib/sites/apps.py,clean
2.2,django/contrib/sites/management.py,clean
2.2,django/contrib/sites/managers.py,clean
2.2,django/contrib/sites/middleware.py,clean
2.2,django/contrib/sites/migrations/0001_initial.py,clean
2.2,django/contrib/sites/migrations/0002_alter_domain_unique.py,clean
2.2,django/contrib/sites/migrations/__init__.py,clean
2.2,django/contrib/sites/models.py,clean
2.2,django/contrib/sites/requests.py,clean
2.2,django/contrib/sites/shortcuts.py,clean
2.2,django/contrib/staticfiles/__init__.py,clean
2.2,django/contrib/staticfiles/apps.py,clean
2.2,django/contrib/staticfiles/checks.py,clean
2.2,django/contrib/staticfiles/finders.py,clean
2.2,django/contrib/staticfiles/handlers.py,clean
2.2,django/contrib/staticfiles/management/commands/collectstatic.py,buggy
2.2,django/contrib/staticfiles/management/commands/findstatic.py,clean
2.2,django/contrib/staticfiles/management/commands/runserver.py,clean
2.2,django/contrib/staticfiles/storage.py,buggy
2.2,django/contrib/staticfiles/templatetags/__init__.py,clean
2.2,django/contrib/staticfiles/templatetags/staticfiles.py,clean
2.2,django/contrib/staticfiles/testing.py,clean
2.2,django/contrib/staticfiles/urls.py,clean
2.2,django/contrib/staticfiles/utils.py,clean
2.2,django/contrib/staticfiles/views.py,clean
2.2,django/contrib/syndication/__init__.py,clean
2.2,django/contrib/syndication/apps.py,clean
2.2,django/contrib/syndication/views.py,buggy
2.2,django/core/__init__.py,clean
2.2,django/core/cache/__init__.py,buggy
2.2,django/core/cache/backends/__init__.py,clean
2.2,django/core/cache/backends/base.py,buggy
2.2,django/core/cache/backends/db.py,buggy
2.2,django/core/cache/backends/dummy.py,clean
2.2,django/core/cache/backends/filebased.py,buggy
2.2,django/core/cache/backends/locmem.py,clean
2.2,django/core/cache/backends/memcached.py,buggy
2.2,django/core/cache/utils.py,clean
2.2,django/core/checks/__init__.py,clean
2.2,django/core/checks/caches.py,clean
2.2,django/core/checks/compatibility/__init__.py,clean
2.2,django/core/checks/database.py,clean
2.2,django/core/checks/messages.py,clean
2.2,django/core/checks/model_checks.py,buggy
2.2,django/core/checks/registry.py,clean
2.2,django/core/checks/security/__init__.py,clean
2.2,django/core/checks/security/base.py,clean
2.2,django/core/checks/security/csrf.py,clean
2.2,django/core/checks/security/sessions.py,clean
2.2,django/core/checks/templates.py,clean
2.2,django/core/checks/translation.py,buggy
2.2,django/core/checks/urls.py,clean
2.2,django/core/exceptions.py,clean
2.2,django/core/files/__init__.py,clean
2.2,django/core/files/base.py,clean
2.2,django/core/files/images.py,clean
2.2,django/core/files/locks.py,buggy
2.2,django/core/files/move.py,buggy
2.2,django/core/files/storage.py,clean
2.2,django/core/files/temp.py,clean
2.2,django/core/files/uploadedfile.py,clean
2.2,django/core/files/uploadhandler.py,clean
2.2,django/core/files/utils.py,clean
2.2,django/core/handlers/__init__.py,clean
2.2,django/core/handlers/base.py,buggy
2.2,django/core/handlers/exception.py,clean
2.2,django/core/handlers/wsgi.py,clean
2.2,django/core/mail/__init__.py,clean
2.2,django/core/mail/backends/__init__.py,clean
2.2,django/core/mail/backends/base.py,clean
2.2,django/core/mail/backends/console.py,clean
2.2,django/core/mail/backends/dummy.py,clean
2.2,django/core/mail/backends/filebased.py,clean
2.2,django/core/mail/backends/locmem.py,buggy
2.2,django/core/mail/backends/smtp.py,clean
2.2,django/core/mail/message.py,buggy
2.2,django/core/mail/utils.py,buggy
2.2,django/core/management/__init__.py,buggy
2.2,django/core/management/base.py,buggy
2.2,django/core/management/color.py,buggy
2.2,django/core/management/commands/check.py,clean
2.2,django/core/management/commands/compilemessages.py,buggy
2.2,django/core/management/commands/createcachetable.py,clean
2.2,django/core/management/commands/dbshell.py,clean
2.2,django/core/management/commands/diffsettings.py,clean
2.2,django/core/management/commands/dumpdata.py,buggy
2.2,django/core/management/commands/flush.py,clean
2.2,django/core/management/commands/inspectdb.py,buggy
2.2,django/core/management/commands/loaddata.py,buggy
2.2,django/core/management/commands/makemessages.py,buggy
2.2,django/core/management/commands/makemigrations.py,clean
2.2,django/core/management/commands/migrate.py,buggy
2.2,django/core/management/commands/runserver.py,buggy
2.2,django/core/management/commands/sendtestemail.py,clean
2.2,django/core/management/commands/shell.py,buggy
2.2,django/core/management/commands/showmigrations.py,buggy
2.2,django/core/management/commands/sqlflush.py,clean
2.2,django/core/management/commands/sqlmigrate.py,clean
2.2,django/core/management/commands/sqlsequencereset.py,clean
2.2,django/core/management/commands/squashmigrations.py,clean
2.2,django/core/management/commands/startapp.py,clean
2.2,django/core/management/commands/startproject.py,clean
2.2,django/core/management/commands/test.py,clean
2.2,django/core/management/commands/testserver.py,clean
2.2,django/core/management/sql.py,clean
2.2,django/core/management/templates.py,buggy
2.2,django/core/management/utils.py,clean
2.2,django/core/paginator.py,clean
2.2,django/core/serializers/__init__.py,buggy
2.2,django/core/serializers/base.py,buggy
2.2,django/core/serializers/json.py,clean
2.2,django/core/serializers/python.py,clean
