filepath,label
core/src/main/java/org/apache/calcite/sql2rel/NullInitializerExpressionFactory.java,clean
core/src/main/java/org/apache/calcite/rel/type/RelRecordType.java,clean
core/src/main/java/org/apache/calcite/rel/type/StructKind.java,clean
core/src/main/java/org/apache/calcite/sql/validate/DelegatingScope.java,clean
core/src/main/java/org/apache/calcite/schema/impl/ModifiableViewTable.java,clean
core/src/main/java/org/apache/calcite/schema/impl/ViewTable.java,clean
core/src/main/java/org/apache/calcite/sql/validate/SqlValidatorTable.java,clean
core/src/main/java/org/apache/calcite/interpreter/Source.java,clean
core/src/main/java/org/apache/calcite/tools/Planner.java,clean
core/src/main/java/org/apache/calcite/jdbc/CachingCalciteSchema.java,clean
core/src/main/java/org/apache/calcite/jdbc/CalciteConnection.java,clean
core/src/main/java/org/apache/calcite/jdbc/CalciteConnectionImpl.java,clean
core/src/main/java/org/apache/calcite/jdbc/CalciteSchema.java,clean
core/src/main/java/org/apache/calcite/jdbc/CalciteStatement.java,buggy
core/src/main/java/org/apache/calcite/jdbc/SimpleCalciteSchema.java,clean
core/src/main/java/org/apache/calcite/model/JsonSchema.java,clean
core/src/main/java/org/apache/calcite/prepare/RelOptTableImpl.java,clean
core/src/main/java/org/apache/calcite/schema/Schema.java,clean
core/src/main/java/org/apache/calcite/schema/SchemaVersion.java,clean
core/src/main/java/org/apache/calcite/rel/metadata/BuiltInMetadata.java,clean
core/src/main/java/org/apache/calcite/rel/metadata/RelMdExpressionLineage.java,clean
core/src/main/java/org/apache/calcite/rel/metadata/RelMdTableReferences.java,clean
core/src/main/java/org/apache/calcite/adapter/jdbc/JdbcSchema.java,clean
core/src/main/java/org/apache/calcite/schema/impl/AbstractSchema.java,clean
core/src/main/java/org/apache/calcite/schema/impl/DelegatingSchema.java,clean
core/src/main/java/org/apache/calcite/schema/impl/LongSchemaVersion.java,clean
core/src/main/java/org/apache/calcite/jdbc/CalciteResultSet.java,clean
core/src/main/java/org/apache/calcite/sql/validate/EmptyScope.java,clean
core/src/main/java/org/apache/calcite/prepare/PlannerImpl.java,clean
core/src/main/java/org/apache/calcite/schema/Table.java,clean
core/src/main/java/org/apache/calcite/schema/impl/AbstractTable.java,clean
core/src/main/java/org/apache/calcite/sql/validate/SqlValidatorCatalogReader.java,clean
druid/src/main/java/org/apache/calcite/adapter/druid/ComplexMetric.java,clean
druid/src/main/java/org/apache/calcite/adapter/druid/DruidType.java,clean
plus/src/main/java/org/apache/calcite/adapter/os/DuTableFunction.java,clean
plus/src/main/java/org/apache/calcite/adapter/os/FilesTableFunction.java,buggy
plus/src/main/java/org/apache/calcite/adapter/os/GitCommitsTableFunction.java,clean
plus/src/main/java/org/apache/calcite/adapter/os/StdinTableFunction.java,clean
core/src/main/java/org/apache/calcite/sql/SqlFunction.java,clean
core/src/main/java/org/apache/calcite/Demo.java,clean
core/src/main/java/org/apache/calcite/config/Lex.java,clean
core/src/main/java/org/apache/calcite/config/NullCollation.java,clean
core/src/main/java/org/apache/calcite/interpreter/AbstractSingleNode.java,clean
core/src/main/java/org/apache/calcite/interpreter/BindableRel.java,clean
core/src/main/java/org/apache/calcite/interpreter/Context.java,clean
core/src/main/java/org/apache/calcite/interpreter/FilterNode.java,clean
core/src/main/java/org/apache/calcite/interpreter/InterpretableConverter.java,clean
core/src/main/java/org/apache/calcite/interpreter/InterpretableRel.java,clean
core/src/main/java/org/apache/calcite/interpreter/Interpreters.java,clean
core/src/main/java/org/apache/calcite/interpreter/JaninoRexCompiler.java,clean
core/src/main/java/org/apache/calcite/interpreter/JoinNode.java,clean
core/src/main/java/org/apache/calcite/interpreter/Node.java,clean
core/src/main/java/org/apache/calcite/interpreter/Nodes.java,clean
core/src/main/java/org/apache/calcite/interpreter/NoneToBindableConverterRule.java,clean
core/src/main/java/org/apache/calcite/interpreter/ProjectNode.java,clean
core/src/main/java/org/apache/calcite/interpreter/Row.java,clean
core/src/main/java/org/apache/calcite/interpreter/Scalar.java,clean
core/src/main/java/org/apache/calcite/interpreter/Sink.java,clean
core/src/main/java/org/apache/calcite/interpreter/TableScanNode.java,clean
core/src/main/java/org/apache/calcite/interpreter/UnionNode.java,clean
core/src/main/java/org/apache/calcite/interpreter/ValuesNode.java,clean
core/src/main/java/org/apache/calcite/interpreter/WindowNode.java,clean
core/src/main/java/org/apache/calcite/jdbc/CalciteFactory.java,clean
core/src/main/java/org/apache/calcite/jdbc/CalciteJdbc41Factory.java,clean
core/src/main/java/org/apache/calcite/jdbc/CalcitePreparedStatement.java,clean
core/src/main/java/org/apache/calcite/jdbc/CalciteRootSchema.java,clean
core/src/main/java/org/apache/calcite/jdbc/Driver.java,clean
core/src/main/java/org/apache/calcite/jdbc/JavaRecordType.java,clean
core/src/main/java/org/apache/calcite/jdbc/MetadataSchema.java,clean
core/src/main/java/org/apache/calcite/jdbc/SqlTimeoutException.java,clean
core/src/main/java/org/apache/calcite/materialize/DelegatingLatticeStatisticProvider.java,clean
core/src/main/java/org/apache/calcite/materialize/Lattices.java,clean
core/src/main/java/org/apache/calcite/materialize/LatticeStatisticProvider.java,clean
core/src/main/java/org/apache/calcite/materialize/MaterializationActor.java,clean
core/src/main/java/org/apache/calcite/materialize/MaterializationKey.java,clean
core/src/main/java/org/apache/calcite/materialize/SqlLatticeStatisticProvider.java,clean
core/src/main/java/org/apache/calcite/materialize/TileKey.java,clean
core/src/main/java/org/apache/calcite/model/JsonCustomSchema.java,clean
core/src/main/java/org/apache/calcite/model/JsonCustomTable.java,clean
core/src/main/java/org/apache/calcite/model/JsonFunction.java,clean
core/src/main/java/org/apache/calcite/model/JsonJdbcSchema.java,clean
core/src/main/java/org/apache/calcite/model/JsonLattice.java,clean
core/src/main/java/org/apache/calcite/model/JsonMapSchema.java,clean
core/src/main/java/org/apache/calcite/model/JsonMaterialization.java,clean
core/src/main/java/org/apache/calcite/model/JsonMeasure.java,clean
core/src/main/java/org/apache/calcite/model/JsonRoot.java,clean
core/src/main/java/org/apache/calcite/model/JsonStream.java,clean
core/src/main/java/org/apache/calcite/model/JsonTable.java,clean
core/src/main/java/org/apache/calcite/model/JsonTile.java,clean
core/src/main/java/org/apache/calcite/model/JsonView.java,clean
core/src/main/java/org/apache/calcite/plan/CommonRelSubExprRule.java,clean
core/src/main/java/org/apache/calcite/plan/Contexts.java,clean
core/src/main/java/org/apache/calcite/plan/MulticastRelOptListener.java,clean
core/src/main/java/org/apache/calcite/plan/RelImplementor.java,clean
core/src/main/java/org/apache/calcite/plan/RelMultipleTrait.java,clean
core/src/main/java/org/apache/calcite/plan/RelOptConnection.java,clean
core/src/main/java/org/apache/calcite/plan/RelOptCost.java,clean
core/src/main/java/org/apache/calcite/plan/RelOptCostFactory.java,clean
core/src/main/java/org/apache/calcite/plan/RelOptCostImpl.java,clean
core/src/main/java/org/apache/calcite/plan/RelOptLattice.java,clean
core/src/main/java/org/apache/calcite/plan/RelOptListener.java,clean
core/src/main/java/org/apache/calcite/plan/RelOptNode.java,clean
core/src/main/java/org/apache/calcite/plan/RelOptQuery.java,clean
core/src/main/java/org/apache/calcite/plan/RelOptRule.java,clean
core/src/main/java/org/apache/calcite/plan/RelOptRuleOperand.java,clean
core/src/main/java/org/apache/calcite/plan/RelOptRuleOperandChildPolicy.java,clean
core/src/main/java/org/apache/calcite/plan/RelOptRuleOperandChildren.java,clean
core/src/main/java/org/apache/calcite/plan/RelOptSamplingParameters.java,clean
core/src/main/java/org/apache/calcite/plan/RelOptSchema.java,clean
core/src/main/java/org/apache/calcite/plan/RelOptSchemaWithSampling.java,clean
core/src/main/java/org/apache/calcite/plan/RelTrait.java,clean
core/src/main/java/org/apache/calcite/plan/RelTraitPropagationVisitor.java,clean
core/src/main/java/org/apache/calcite/plan/RelTraitSet.java,clean
core/src/main/java/org/apache/calcite/plan/TableAccessMap.java,clean
core/src/main/java/org/apache/calcite/prepare/QueryableRelBuilder.java,clean
core/src/main/java/org/apache/calcite/rel/InvalidRelException.java,clean
core/src/main/java/org/apache/calcite/rel/RelCollation.java,clean
core/src/main/java/org/apache/calcite/rel/RelCollationImpl.java,clean
core/src/main/java/org/apache/calcite/rel/RelCollations.java,clean
core/src/main/java/org/apache/calcite/rel/RelDistribution.java,clean
core/src/main/java/org/apache/calcite/rel/RelDistributions.java,clean
core/src/main/java/org/apache/calcite/rel/RelDistributionTraitDef.java,clean
core/src/main/java/org/apache/calcite/rel/RelFieldCollation.java,clean
core/src/main/java/org/apache/calcite/rel/RelInput.java,clean
core/src/main/java/org/apache/calcite/rel/RelNodes.java,clean
core/src/main/java/org/apache/calcite/rel/RelVisitor.java,clean
core/src/main/java/org/apache/calcite/rel/RelWriter.java,clean
core/src/main/java/org/apache/calcite/rel/SingleRel.java,clean
core/src/main/java/org/apache/calcite/rex/RexAction.java,clean
core/src/main/java/org/apache/calcite/rex/RexCopier.java,clean
core/src/main/java/org/apache/calcite/rex/RexCorrelVariable.java,clean
core/src/main/java/org/apache/calcite/rex/RexDynamicParam.java,clean
core/src/main/java/org/apache/calcite/rex/RexFieldAccess.java,clean
core/src/main/java/org/apache/calcite/rex/RexFieldCollation.java,clean
core/src/main/java/org/apache/calcite/rex/RexInputRef.java,clean
core/src/main/java/org/apache/calcite/rex/RexLocalRef.java,clean
core/src/main/java/org/apache/calcite/rex/RexMultisetUtil.java,clean
core/src/main/java/org/apache/calcite/rex/RexNode.java,clean
core/src/main/java/org/apache/calcite/rex/RexPattern.java,clean
core/src/main/java/org/apache/calcite/rex/RexPermutationShuttle.java,clean
core/src/main/java/org/apache/calcite/rex/RexPermuteInputsShuttle.java,clean
core/src/main/java/org/apache/calcite/rex/RexRangeRef.java,clean
core/src/main/java/org/apache/calcite/rex/RexSlot.java,clean
core/src/main/java/org/apache/calcite/rex/RexSqlConvertlet.java,clean
core/src/main/java/org/apache/calcite/rex/RexSqlConvertletTable.java,clean
core/src/main/java/org/apache/calcite/rex/RexSqlReflectiveConvertletTable.java,clean
core/src/main/java/org/apache/calcite/rex/RexToSqlNodeConverter.java,clean
core/src/main/java/org/apache/calcite/rex/RexTransformer.java,clean
core/src/main/java/org/apache/calcite/rex/RexVariable.java,clean
core/src/main/java/org/apache/calcite/rex/RexWindow.java,clean
core/src/main/java/org/apache/calcite/runtime/AbstractImmutableList.java,clean
core/src/main/java/org/apache/calcite/runtime/ArrayBindable.java,clean
core/src/main/java/org/apache/calcite/runtime/ArrayComparator.java,clean
core/src/main/java/org/apache/calcite/runtime/ArrayEnumeratorCursor.java,clean
core/src/main/java/org/apache/calcite/runtime/BinarySearch.java,clean
core/src/main/java/org/apache/calcite/runtime/Bindable.java,clean
core/src/main/java/org/apache/calcite/runtime/CalciteContextException.java,clean
core/src/main/java/org/apache/calcite/runtime/CalciteException.java,clean
core/src/main/java/org/apache/calcite/runtime/ConsList.java,clean
core/src/main/java/org/apache/calcite/runtime/Enumerables.java,clean
core/src/main/java/org/apache/calcite/runtime/EnumeratorCursor.java,clean
core/src/main/java/org/apache/calcite/runtime/Feature.java,clean
core/src/main/java/org/apache/calcite/runtime/ObjectEnumeratorCursor.java,clean
core/src/main/java/org/apache/calcite/runtime/RecordEnumeratorCursor.java,clean
core/src/main/java/org/apache/calcite/runtime/SortedMultiMap.java,clean
core/src/main/java/org/apache/calcite/runtime/TrustAllSslSocketFactory.java,clean
core/src/main/java/org/apache/calcite/runtime/Typed.java,clean
core/src/main/java/org/apache/calcite/runtime/Unit.java,clean
core/src/main/java/org/apache/calcite/runtime/Utilities.java,clean
core/src/main/java/org/apache/calcite/schema/AggregateFunction.java,clean
core/src/main/java/org/apache/calcite/schema/FilterableTable.java,clean
core/src/main/java/org/apache/calcite/schema/Function.java,clean
core/src/main/java/org/apache/calcite/schema/FunctionParameter.java,clean
core/src/main/java/org/apache/calcite/schema/ImplementableAggFunction.java,clean
core/src/main/java/org/apache/calcite/schema/ImplementableFunction.java,clean
core/src/main/java/org/apache/calcite/schema/Member.java,clean
core/src/main/java/org/apache/calcite/schema/ModifiableView.java,clean
core/src/main/java/org/apache/calcite/schema/Path.java,clean
core/src/main/java/org/apache/calcite/schema/ProjectableFilterableTable.java,clean
core/src/main/java/org/apache/calcite/schema/QueryableTable.java,clean
core/src/main/java/org/apache/calcite/schema/ScalarFunction.java,clean
core/src/main/java/org/apache/calcite/schema/ScannableTable.java,clean
core/src/main/java/org/apache/calcite/schema/SchemaPlus.java,clean
core/src/main/java/org/apache/calcite/schema/SemiMutableSchema.java,clean
core/src/main/java/org/apache/calcite/schema/StreamableTable.java,clean
core/src/main/java/org/apache/calcite/schema/TableFunction.java,clean
core/src/main/java/org/apache/calcite/schema/TableMacro.java,clean
core/src/main/java/org/apache/calcite/server/CalciteServer.java,clean
core/src/main/java/org/apache/calcite/server/CalciteServerStatement.java,clean
core/src/main/java/org/apache/calcite/sql/ExplicitOperatorBinding.java,clean
core/src/main/java/org/apache/calcite/sql/JoinConditionType.java,clean
core/src/main/java/org/apache/calcite/sql/SqlAbstractStringLiteral.java,clean
core/src/main/java/org/apache/calcite/sql/SqlAccessEnum.java,clean
core/src/main/java/org/apache/calcite/sql/SqlAsOperator.java,clean
core/src/main/java/org/apache/calcite/sql/SqlBinaryOperator.java,clean
core/src/main/java/org/apache/calcite/sql/SqlBinaryStringLiteral.java,clean
core/src/main/java/org/apache/calcite/sql/SqlCharStringLiteral.java,clean
core/src/main/java/org/apache/calcite/sql/SqlDelete.java,clean
core/src/main/java/org/apache/calcite/sql/SqlDynamicParam.java,clean
core/src/main/java/org/apache/calcite/sql/SqlExplainLevel.java,clean
core/src/main/java/org/apache/calcite/sql/SqlFunctionalOperator.java,clean
core/src/main/java/org/apache/calcite/sql/SqlInfixOperator.java,clean
core/src/main/java/org/apache/calcite/sql/SqlInsertKeyword.java,clean
core/src/main/java/org/apache/calcite/sql/SqlInternalOperator.java,clean
core/src/main/java/org/apache/calcite/sql/SqlJoin.java,clean
core/src/main/java/org/apache/calcite/sql/SqlMerge.java,clean
core/src/main/java/org/apache/calcite/sql/SqlNodeList.java,clean
core/src/main/java/org/apache/calcite/sql/SqlNullSemantics.java,clean
core/src/main/java/org/apache/calcite/sql/SqlNumericLiteral.java,clean
core/src/main/java/org/apache/calcite/sql/SqlOperandCountRange.java,clean
core/src/main/java/org/apache/calcite/sql/SqlOperatorBinding.java,clean
core/src/main/java/org/apache/calcite/sql/SqlOperatorTable.java,clean
core/src/main/java/org/apache/calcite/sql/SqlOrderBy.java,clean
core/src/main/java/org/apache/calcite/sql/SqlProcedureCallOperator.java,clean
core/src/main/java/org/apache/calcite/sql/SqlSampleSpec.java,clean
core/src/main/java/org/apache/calcite/sql/SqlSelectKeyword.java,clean
core/src/main/java/org/apache/calcite/sql/SqlSelectOperator.java,clean
core/src/main/java/org/apache/calcite/sql/SqlSetOperator.java,clean
core/src/main/java/org/apache/calcite/sql/SqlUnnestOperator.java,clean
core/src/main/java/org/apache/calcite/sql/SqlUnresolvedFunction.java,clean
core/src/main/java/org/apache/calcite/sql/SqlUpdate.java,clean
core/src/main/java/org/apache/calcite/sql/SqlWith.java,clean
core/src/main/java/org/apache/calcite/sql/SqlWithItem.java,clean
core/src/main/java/org/apache/calcite/sql2rel/CorrelationReferenceFinder.java,clean
core/src/main/java/org/apache/calcite/sql2rel/DeduplicateCorrelateVariables.java,clean
core/src/main/java/org/apache/calcite/sql2rel/SqlNodeToRexConverter.java,clean
core/src/main/java/org/apache/calcite/sql2rel/SqlRexContext.java,clean
core/src/main/java/org/apache/calcite/sql2rel/SqlRexConvertlet.java,clean
core/src/main/java/org/apache/calcite/sql2rel/SqlRexConvertletTable.java,clean
core/src/main/java/org/apache/calcite/tools/RelBuilderFactory.java,clean
core/src/main/java/org/apache/calcite/tools/RelConversionException.java,clean
core/src/main/java/org/apache/calcite/tools/RelRunner.java,clean
core/src/main/java/org/apache/calcite/tools/RuleSet.java,clean
core/src/main/java/org/apache/calcite/tools/RuleSets.java,clean
core/src/main/java/org/apache/calcite/tools/ValidationException.java,clean
core/src/main/java/org/apache/calcite/util/BarfingInvocationHandler.java,clean
core/src/main/java/org/apache/calcite/util/Benchmark.java,clean
core/src/main/java/org/apache/calcite/util/BitSets.java,clean
core/src/main/java/org/apache/calcite/util/BitString.java,clean
core/src/main/java/org/apache/calcite/util/CalciteParserException.java,clean
core/src/main/java/org/apache/calcite/util/CalciteValidatorException.java,clean
core/src/main/java/org/apache/calcite/util/CastingList.java,clean
core/src/main/java/org/apache/calcite/util/ChunkList.java,clean
core/src/main/java/org/apache/calcite/util/ClosableAllocation.java,clean
core/src/main/java/org/apache/calcite/util/ClosableAllocationOwner.java,clean
core/src/main/java/org/apache/calcite/util/CompositeMap.java,clean
core/src/main/java/org/apache/calcite/util/CompoundClosableAllocation.java,clean
core/src/main/java/org/apache/calcite/util/ControlFlowException.java,clean
core/src/main/java/org/apache/calcite/util/DelegatingInvocationHandler.java,clean
core/src/main/java/org/apache/calcite/util/Filterator.java,clean
core/src/main/java/org/apache/calcite/util/Glossary.java,clean
core/src/main/java/org/apache/calcite/util/Holder.java,clean
core/src/main/java/org/apache/calcite/util/IntegerIntervalSet.java,clean
core/src/main/java/org/apache/calcite/util/IntList.java,clean
core/src/main/java/org/apache/calcite/util/Litmus.java,clean
core/src/main/java/org/apache/calcite/util/PartiallyOrderedSet.java,clean
core/src/main/java/org/apache/calcite/util/Permutation.java,clean
core/src/main/java/org/apache/calcite/util/ReflectiveVisitDispatcher.java,clean
core/src/main/java/org/apache/calcite/util/ReflectiveVisitor.java,clean
core/src/main/java/org/apache/calcite/util/SerializableCharset.java,clean
core/src/main/java/org/apache/calcite/util/Stacks.java,clean
core/src/main/java/org/apache/calcite/util/StackWriter.java,clean
core/src/main/java/org/apache/calcite/util/Static.java,clean
core/src/main/java/org/apache/calcite/util/TryThreadLocal.java,clean
core/src/main/java/org/apache/calcite/util/UnmodifiableArrayList.java,clean
core/src/main/java/org/apache/calcite/util/XmlOutput.java,clean
core/src/main/java/org/apache/calcite/adapter/clone/ColumnLoader.java,clean
core/src/main/java/org/apache/calcite/adapter/clone/ListTable.java,clean
core/src/main/java/org/apache/calcite/adapter/enumerable/AggAddContext.java,clean
core/src/main/java/org/apache/calcite/adapter/enumerable/AggImplementor.java,clean
core/src/main/java/org/apache/calcite/adapter/enumerable/AggImpState.java,clean
core/src/main/java/org/apache/calcite/adapter/enumerable/AggResetContext.java,clean
core/src/main/java/org/apache/calcite/adapter/enumerable/CallImplementor.java,clean
core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableAggregateRule.java,clean
core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableBindable.java,clean
core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableCalcRule.java,clean
core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableCollect.java,clean
core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableCollectRule.java,clean
core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableCorrelate.java,clean
core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableCorrelateRule.java,clean
core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableFilter.java,clean
core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableFilterRule.java,clean
core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableFilterToCalcRule.java,clean
core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableInterpretable.java,clean
core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableInterpreter.java,clean
core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableInterpreterRule.java,clean
core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableIntersectRule.java,clean
core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableJoin.java,clean
core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableJoinRule.java,clean
core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableLimit.java,clean
